Kp: 0.2
Ki: 0
Kd: 0
tau: 0.01
limMin: -0.8
limMax: 0.8
intLimMin: -0.25
intLimMax: 0.25
setpoint: 222.721
t;error;out
3.64226;0.767365;0.153473
3.6747;0.796921;0.159384
3.7084;0.827911;0.165582
3.74095;0.858078;0.171616
3.77284;0.887878;0.177576
3.80609;0.919159;0.183832
3.83884;0.95018;0.190036
3.87166;0.981537;0.196307
3.90514;1.0137;0.20274
3.93785;1.04533;0.209067
3.97156;1.07816;0.215631
4.00587;1.11182;0.222363
4.03888;1.14433;0.228867
4.07292;1.1781;0.23562
4.10442;1.2094;0.241879
4.13756;1.24254;0.248508
4.17053;1.27563;0.255127
4.20413;1.30949;0.261899
4.23621;1.342;0.268399
4.26868;1.37497;0.274994
4.30168;1.40863;0.281726
4.33556;1.44333;0.288666
4.36884;1.47754;0.295508
4.40164;1.51135;0.302271
4.43512;1.54594;0.309189
4.46843;1.58047;0.316095
4.50168;1.61501;0.323001
4.53586;1.65056;0.330112
4.57393;1.69025;0.338049
4.60783;1.72566;0.345132
4.63716;1.75632;0.351263
4.66809;1.78868;0.357736
4.69781;1.81979;0.363959
4.729;1.85249;0.370499
4.76012;1.88506;0.377011
4.79274;1.91931;0.383862
4.8253;1.95348;0.390695
4.85783;1.98761;0.397522
4.89059;2.022;0.404401
4.92325;2.0562;0.41124
4.9561;2.09061;0.418121
4.98907;2.12514;0.425027
5.02266;2.16023;0.432047
5.05635;2.19533;0.439066
5.08907;2.22937;0.445874
5.12248;2.26408;0.452817
5.15584;2.29861;0.459723
5.18976;2.33368;0.466736
5.22383;2.36876;0.473752
5.25659;2.40236;0.480472
5.28908;2.43552;0.487103
5.32104;2.46802;0.493604
5.35425;2.50172;0.500345
5.38692;2.53465;0.506931
5.42041;2.56833;0.513666
5.4536;2.60149;0.520297
5.48685;2.63457;0.526913
5.51848;2.66579;0.533157
5.55136;2.69807;0.539615
5.58459;2.73061;0.546121
5.61671;2.7618;0.552359
5.65044;2.79437;0.558875
5.68285;2.82547;0.565094
5.71541;2.85648;0.571295
5.74826;2.88751;0.577502
5.7811;2.91835;0.58367
5.81419;2.94914;0.589828
5.84671;2.97911;0.595822
5.87895;3.00861;0.601721
5.9118;3.03845;0.60769
5.94438;3.06773;0.613547
5.97652;3.0963;0.61926
6.00919;3.12509;0.625018
6.04219;3.15385;0.630771
6.08234;3.18849;0.637698
6.11285;3.21451;0.642902
6.14301;3.23988;0.647977
6.17311;3.26498;0.652997
6.20576;3.29192;0.658383
6.23959;3.31943;0.663886
6.27338;3.34651;0.669302
6.30797;3.3739;0.67478
6.34138;3.39999;0.679999
6.37541;3.42618;0.685236
6.40813;3.45091;0.690183
6.44275;3.47672;0.695343
6.47568;3.5009;0.70018
6.51036;3.52591;0.705182
6.54364;3.54951;0.709903
6.5764;3.5723;0.714459
6.59877;3.58769;0.717538
6.63269;3.61061;0.722122
6.66165;3.62985;0.72597
6.69193;3.64957;0.729913
6.7235;3.66969;0.733939
6.75362;3.68863;0.737726
6.78432;3.70747;0.741495
6.81516;3.72607;0.745215
6.84819;3.74551;0.749103
6.88034;3.76402;0.752805
6.91388;3.78282;0.756564
6.9536;3.80453;0.760907
6.9856;3.82149;0.764297
7.01874;3.83855;0.767709
7.05099;3.85472;0.770944
7.08456;3.87106;0.774213
7.11726;3.88643;0.777286
7.15219;3.90233;0.780466
7.18454;3.91655;0.78331
7.21474;3.9294;0.78588
7.245;3.94188;0.788376
7.27493;3.95378;0.790756
7.3051;3.96532;0.793063
7.33557;3.97655;0.795309
7.36646;3.98747;0.797495
7.39714;3.99783;0.799567
7.42894;4.00815;0.8
7.4606;4.0179;0.8
7.49707;4.02855;0.8
7.52744;4.0369;0.8
7.55737;4.04471;0.8
7.58778;4.05209;0.8
7.61919;4.05928;0.8
7.65038;4.06592;0.8
7.68295;4.07239;0.8
7.71957;4.07895;0.8
7.75002;4.08388;0.8
7.77975;4.08824;0.8
7.81091;4.0923;0.8
7.84029;4.09566;0.8
7.87117;4.09874;0.8
7.90131;4.10126;0.8
7.931;4.10335;0.8
7.96344;4.105;0.8
7.9935;4.10609;0.8
8.0247;4.10674;0.8
8.05617;4.10689;0.8
8.08786;4.10649;0.8
8.11688;4.10567;0.8
8.14722;4.10439;0.8
8.18019;4.10245;0.8
8.21138;4.1001;0.8
8.24216;4.09731;0.8
8.27415;4.09386;0.8
8.30608;4.08987;0.8
8.33789;4.08542;0.8
8.36852;4.08072;0.8
8.39937;4.07542;0.8
8.43152;4.06944;0.8
8.46262;4.06316;0.8
8.49382;4.05634;0.8
8.52698;4.04858;0.8
8.5575;4.041;0.8
8.58804;4.03291;0.8
8.63831;4.01849;0.8
8.67101;4.00853;0.8
8.7016;3.99875;0.79975
8.7318;3.98868;0.797736
8.76408;3.9774;0.79548
8.79672;3.96552;0.793103
8.83028;3.95274;0.790549
8.86981;3.93703;0.787405
8.89978;3.92462;0.784924
8.92957;3.91193;0.782385
8.9583;3.89929;0.779858
8.98988;3.88495;0.77699
9.02185;3.87;0.773999
9.05176;3.85562;0.771124
9.08263;3.84036;0.768073
9.1131;3.82492;0.764984
9.14456;3.80846;0.761691
9.17583;3.79172;0.758344
9.20695;3.77464;0.754929
9.23769;3.75737;0.751474
9.26794;3.74001;0.748001
9.29816;3.72231;0.744461
9.33098;3.70265;0.74053
9.36118;3.68419;0.736838
9.3936;3.66397;0.732794
9.42813;3.64201;0.728403
9.46002;3.62129;0.724258
9.49274;3.59966;0.719931
9.5238;3.5788;0.715759
9.55458;3.55772;0.711545
9.58588;3.53596;0.707193
9.61691;3.5141;0.70282
9.64738;3.49226;0.698453
9.67845;3.46967;0.693933
9.71082;3.44579;0.689157
9.74222;3.42238;0.684476
9.7766;3.39638;0.679276
9.80724;3.37286;0.674573
9.83858;3.34853;0.669705
9.87024;3.32365;0.664731
9.90324;3.29738;0.659476
9.93542;3.27155;0.654309
9.96835;3.24481;0.648962
9.99982;3.21904;0.643808
10.032;3.19243;0.638486
10.065;3.16486;0.632971
10.0975;3.13742;0.627484
10.1292;3.11055;0.62211
10.1603;3.08389;0.616779
10.1922;3.05646;0.611292
10.2245;3.02846;0.605692
10.256;3.00087;0.600174
10.2891;2.97176;0.594351
10.3212;2.94336;0.588672
10.3544;2.91388;0.582776
10.3867;2.88493;0.576987
10.421;2.85411;0.570822
10.4543;2.82394;0.564789
10.486;2.79526;0.559052
10.5184;2.76575;0.553149
10.5553;2.73207;0.546414
10.5875;2.70248;0.540497
10.618;2.67445;0.534891
10.6566;2.63876;0.527753
10.6899;2.60805;0.521609
10.72;2.58032;0.516064
10.7523;2.55045;0.510089
10.7963;2.50957;0.501913
10.8266;2.48154;0.496307
10.8588;2.45175;0.49035
10.8912;2.42172;0.484344
10.9214;2.39381;0.478763
10.9515;2.36597;0.473193
10.9822;2.33771;0.467542
11.0111;2.31111;0.462222
11.0434;2.28145;0.45629
11.0762;2.25131;0.450262
11.1083;2.22192;0.444385
11.1399;2.19316;0.438632
11.1725;2.1637;0.432739
11.2049;2.13432;0.426865
11.2411;2.10176;0.420352
11.2706;2.07524;0.415048
11.2992;2.0498;0.409961
11.329;2.02335;0.404669
11.3598;1.99619;0.399237
11.389;1.97057;0.394113
11.4197;1.94379;0.388757
11.4494;1.91811;0.383621
11.4786;1.89304;0.378607
11.5116;1.86487;0.372974
11.5433;1.83797;0.367593
11.5761;1.81038;0.362076
11.608;1.78387;0.356775
11.6411;1.75655;0.351309
11.6743;1.72942;0.345883
11.7048;1.7048;0.340961
11.7344;1.68112;0.336224
11.7635;1.65817;0.331635
11.7945;1.63397;0.326794
11.8264;1.60927;0.321854
11.8596;1.58388;0.316776
11.8944;1.55768;0.311536
11.9267;1.53372;0.306744
11.9653;1.50546;0.301093
11.9954;1.48381;0.296762
12.0266;1.46179;0.292358
12.0577;1.44009;0.288019
12.0897;1.41817;0.283633
12.1196;1.39799;0.279599
12.1501;1.37787;0.275574
12.1803;1.35817;0.271634
12.2102;1.33907;0.267813
12.2398;1.32045;0.26409
12.2707;1.30135;0.260269
12.3034;1.2816;0.25632
12.3367;1.26196;0.252393
12.3681;1.24387;0.248773
12.4008;1.22546;0.245093
12.4323;1.20807;0.241614
12.4664;1.18982;0.237964
12.4975;1.17358;0.234717
12.5285;1.15781;0.231561
12.5592;1.14258;0.228516
12.5915;1.12703;0.225406
12.6239;1.11195;0.222391
12.6576;1.09669;0.219339
12.694;1.0809;0.21618
12.7277;1.06679;0.213358
12.7595;1.05399;0.210797
12.7921;1.04135;0.20827
12.8217;1.03027;0.206055
12.8528;1.01912;0.203824
12.883;1.00871;0.201743
12.9124;0.998978;0.199796
12.9425;0.989502;0.1979
12.9736;0.980118;0.196024
13.0065;0.970688;0.194138
13.039;0.961945;0.192389
13.0703;0.953964;0.190793
13.1019;0.946335;0.189267
13.1346;0.939056;0.187811
13.168;0.932037;0.186407
13.2002;0.925827;0.185165
13.222;0.921921;0.184384
13.2509;0.917084;0.183417
13.2807;0.912506;0.182501
13.3119;0.908203;0.181641
13.3332;0.905518;0.181104
13.366;0.901855;0.180371
13.3977;0.898743;0.179749
13.4303;0.896118;0.179224
13.462;0.894043;0.178809
13.4942;0.892471;0.178494
13.5266;0.891373;0.178275
13.5587;0.890778;0.178156
13.5938;0.890656;0.178131
13.6223;0.890945;0.178189
13.6549;0.8918;0.17836
13.6868;0.893112;0.178622
13.7182;0.894897;0.17898
13.7504;0.897186;0.179437
13.7821;0.899857;0.179971
13.8147;0.903107;0.180621
13.8471;0.906815;0.181363
13.8801;0.911072;0.182214
13.9111;0.915497;0.183099
13.9442;0.92067;0.184134
13.9763;0.926178;0.185236
14.008;0.932037;0.186407
14.0397;0.938339;0.187668
14.0721;0.945251;0.18905
14.1034;0.952347;0.190469
14.1361;0.96019;0.192038
14.1683;0.968338;0.193668
14.2011;0.977112;0.195422
14.2331;0.986099;0.19722
14.266;0.995789;0.199158
14.2983;1.00568;0.201135
14.3303;1.01591;0.203183
14.3619;1.0264;0.20528
14.3942;1.03751;0.207501
14.4267;1.04906;0.209811
14.4585;1.06071;0.212143
14.4898;1.07254;0.214508
14.5229;1.08554;0.217108
14.5551;1.09843;0.219687
14.5868;1.11148;0.222296
14.6195;1.12537;0.225073
14.6513;1.13921;0.227841
14.6828;1.15337;0.230673
14.7056;1.16374;0.232748
14.7384;1.179;0.2358
14.7675;1.19276;0.238553
14.7972;1.20709;0.241418
14.8258;1.22115;0.244229
14.8564;1.23647;0.247293
14.8882;1.25269;0.250537
14.92;1.26924;0.253848
14.9774;1.30009;0.260019
15.009;1.31732;0.263464
15.0404;1.33464;0.266928
15.0722;1.35249;0.270499
15.1037;1.37044;0.274088
15.136;1.38908;0.277817
15.1677;1.40759;0.281519
15.1993;1.42633;0.285266
15.2314;1.44553;0.289105
15.2652;1.46611;0.293222
15.2969;1.4856;0.297119
15.328;1.50493;0.300986
15.3599;1.52501;0.305002
15.3918;1.54524;0.309048
15.4253;1.56674;0.313348
15.4561;1.58665;0.317331
15.4887;1.60794;0.321588
15.5202;1.62872;0.325745
15.5559;1.65245;0.33049
15.5847;1.67165;0.334329
15.6153;1.69234;0.338467
15.647;1.71381;0.342761
15.6798;1.73619;0.347238
15.7109;1.75757;0.351514
15.7436;1.78021;0.356042
15.7748;1.80194;0.360388
15.8068;1.82431;0.364862
15.8381;1.84636;0.369272
15.8712;1.8698;0.373959
15.9032;1.89253;0.378506
15.9357;1.91574;0.383148
15.9671;1.9382;0.38764
15.9995;1.9615;0.3923
16.0305;1.98386;0.396771
16.0641;2.00806;0.401611
16.095;2.03052;0.406104
16.1225;2.05048;0.410095
16.1529;2.07257;0.414514
16.1851;2.09608;0.419217
16.2174;2.11967;0.423935
16.2494;2.14313;0.428625
16.2809;2.16618;0.433237
16.3123;2.1891;0.43782
16.3444;2.21266;0.442532
16.3759;2.23573;0.447147
16.4078;2.25905;0.45181
16.4403;2.28285;0.45657
16.4709;2.30516;0.461032
16.5009;2.32709;0.465417
16.5316;2.34944;0.469888
16.5634;2.37262;0.474524
16.5941;2.39484;0.478967
16.625;2.41724;0.483447
16.6556;2.43925;0.487851
16.686;2.46109;0.492218
16.7224;2.48724;0.497449
16.7541;2.50989;0.501978
16.7826;2.53008;0.506015
16.8134;2.5519;0.510379
16.8418;2.57185;0.514371
16.8727;2.59348;0.518695
16.9036;2.6151;0.523019
16.9326;2.63521;0.527042
16.9651;2.65756;0.531512
16.9955;2.67833;0.535666
17.0257;2.69894;0.539789
17.0547;2.71858;0.543716
17.0852;2.73906;0.547812
17.1161;2.75967;0.551935
17.1469;2.77998;0.555997
17.1786;2.80074;0.560147
17.2087;2.82025;0.56405
17.2388;2.83966;0.567932
17.2691;2.8589;0.57178
17.3001;2.87851;0.575702
17.3306;2.89755;0.579511
17.36;2.91573;0.583145
17.3915;2.93494;0.586987
17.4228;2.95389;0.590778
17.4518;2.97121;0.594241
17.4803;2.98805;0.59761
17.5106;3.00571;0.601141
17.5419;3.0237;0.604739
17.5736;3.04175;0.60835
17.606;3.05992;0.611984
17.6373;3.07721;0.615442
17.6676;3.09364;0.618729
17.6992;3.11053;0.622107
17.7305;3.12694;0.625388
17.7618;3.14316;0.628632
17.7936;3.15935;0.631869
17.8257;3.17534;0.635068
17.8573;3.19083;0.638165
17.889;3.20615;0.641229
17.9223;3.22183;0.644366
17.9542;3.23654;0.647308
17.9869;3.25128;0.650256
18.0178;3.26489;0.652979
18.0509;3.27914;0.655829
18.0916;3.29625;0.65925
18.1226;3.30884;0.661768
18.1525;3.32071;0.664142
18.1821;3.33211;0.666422
18.2124;3.34354;0.668707
18.2445;3.35529;0.671057
18.2756;3.36632;0.673264
18.3051;3.37648;0.675296
18.335;3.38649;0.677298
18.3657;3.39641;0.679282
18.3956;3.40578;0.681155
18.4271;3.41527;0.683054
18.4575;3.42409;0.684817
18.4894;3.43304;0.686609
18.5199;3.44115;0.688229
18.5506;3.44901;0.689801
18.5826;3.45677;0.691354
18.6127;3.46376;0.692752
18.6442;3.47075;0.69415
18.6759;3.47736;0.695471
18.7063;3.48335;0.696671
18.7443;3.49042;0.698084
18.7767;3.49596;0.699191
18.8053;3.5005;0.700101
18.834;3.50475;0.700949
18.864;3.50883;0.701767
18.8959;3.5128;0.70256
18.9255;3.5161;0.70322
18.9548;3.51904;0.703809
18.9774;3.52107;0.704215
19.007;3.52344;0.704688
19.0357;3.52544;0.705087
19.0642;3.52707;0.705414
19.0934;3.52838;0.705676
19.1252;3.52953;0.705905
19.1525;3.53014;0.706027
19.1836;3.53043;0.706085
19.2144;3.53036;0.706073
19.2459;3.52994;0.705988
19.2796;3.52905;0.705811
19.3123;3.52774;0.705548
19.3459;3.52591;0.705182
19.3785;3.52376;0.704752
19.4116;3.52115;0.70423
19.4462;3.51788;0.703577
19.4767;3.51465;0.70293
19.5079;3.51094;0.702188
19.5397;3.50679;0.701358
19.5749;3.50172;0.700345
19.6077;3.49658;0.699316
19.6401;3.4911;0.698221
19.673;3.48512;0.697025
19.7064;3.47858;0.695715
19.7379;3.47208;0.694415
19.77;3.46512;0.693024
19.8007;3.45804;0.691608
19.8324;3.45042;0.690085
19.8642;3.44231;0.688461
19.8989;3.43304;0.686609
19.9299;3.42442;0.684885
19.9612;3.41542;0.683084
19.9937;3.40564;0.681128
20.0258;3.39551;0.679102
20.0565;3.38559;0.677118
20.0883;3.37489;0.674979
20.1191;3.36432;0.672864
20.1494;3.35352;0.670703
20.1811;3.34189;0.668378
20.2129;3.3299;0.665979
20.2449;3.31744;0.663489
20.276;3.30505;0.661011
20.3075;3.29221;0.658441
20.3381;3.27942;0.655884
20.37;3.26578;0.653156
20.4004;3.25252;0.650504
20.432;3.23836;0.647672
20.4634;3.22403;0.644806
20.4955;3.20912;0.641824
20.5267;3.19434;0.638867
20.5583;3.17912;0.635825
20.5901;3.16348;0.632697
20.6214;3.14778;0.629556
20.6538;3.13127;0.626254
20.6859;3.1147;0.62294
20.7173;3.09822;0.619644
20.7478;3.08197;0.616394
20.7691;3.07048;0.614096
20.8026;3.05223;0.610446
20.8318;3.03609;0.607217
20.8637;3.0183;0.603659
20.8954;3.00031;0.600061
20.9292;2.9809;0.596179
20.9608;2.96255;0.592511
20.9928;2.94377;0.588754
21.0256;2.9243;0.58486
21.0566;2.90572;0.581143
21.0868;2.88737;0.577475
21.1181;2.86827;0.573654
21.1494;2.84903;0.569806
21.1793;2.83043;0.566086
21.2086;2.81216;0.562433
21.2383;2.79347;0.558694
21.2673;2.77504;0.555008
21.2965;2.75644;0.551288
21.326;2.73744;0.547488
21.354;2.71938;0.543875
21.3819;2.70122;0.540244
21.4107;2.68248;0.536496
21.4417;2.66219;0.532437
21.4702;2.64333;0.528665
21.4997;2.62386;0.524771
21.5293;2.60422;0.520844
21.5586;2.58467;0.516934
21.5875;2.56534;0.513068
21.6185;2.54451;0.508902
21.6474;2.52501;0.505002
21.677;2.50505;0.50101
21.7083;2.48383;0.496765
21.7402;2.46225;0.49245
21.7713;2.44116;0.488232
21.8016;2.42052;0.484103
21.8325;2.39944;0.479889
21.8631;2.3786;0.47572
21.894;2.3575;0.4715
21.9242;2.33696;0.467392
21.9557;2.31551;0.463101
21.9862;2.29456;0.458911
22.0166;2.27393;0.454785
22.0473;2.25299;0.450598
22.0765;2.23322;0.446643
22.1063;2.21307;0.442615
22.1368;2.19246;0.438492
22.1667;2.1723;0.43446
22.1977;2.15149;0.430298
22.2278;2.13127;0.426254
22.2586;2.11075;0.42215
22.2876;2.09151;0.418301
22.3175;2.07175;0.414349
22.3479;2.05164;0.410327
22.3782;2.03181;0.406363
22.409;2.01166;0.402332
22.4395;1.99187;0.398373
22.4689;1.97292;0.394583
22.4968;1.95499;0.390997
22.5257;1.93649;0.387299
22.5561;1.91724;0.383447
22.5864;1.89818;0.379636
22.6176;1.87869;0.375739
22.6471;1.86043;0.372086
22.6789;1.84093;0.368185
22.7097;1.82213;0.364426
22.7394;1.80424;0.360849
22.7704;1.78574;0.357147
22.8053;1.76509;0.353018
22.8346;1.74794;0.349588
22.8633;1.7314;0.34628
22.891;1.71547;0.343094
22.9194;1.69942;0.339883
22.9509;1.68175;0.336349
22.9827;1.66415;0.332831
23.0133;1.64752;0.329504
23.045;1.63052;0.326105
23.066;1.61935;0.323871
23.0954;1.60388;0.320776
23.1259;1.58806;0.317612
23.1548;1.57339;0.314679
23.1845;1.55849;0.311697
23.2135;1.54416;0.308832
23.2437;1.52951;0.305902
23.2735;1.5153;0.303061
23.3027;1.50162;0.300323
23.3321;1.48808;0.297617
23.3613;1.47493;0.294986
23.3898;1.46225;0.29245
23.4194;1.4494;0.28988
23.4494;1.43661;0.287323
23.4795;1.42407;0.284814
23.5092;1.41197;0.282394
23.5391;1.40005;0.280011
23.5685;1.38869;0.277737
23.5991;1.37704;0.275409
23.6291;1.36592;0.273184
23.6579;1.35558;0.271115
23.6882;1.34496;0.268991
23.7172;1.33505;0.267011
23.7478;1.32492;0.264984
23.7789;1.315;0.263
23.8076;1.30609;0.261218
23.8378;1.29703;0.259406
23.867;1.28853;0.257706
23.8978;1.27989;0.255978
23.9271;1.27193;0.254385
23.9568;1.26418;0.252835
23.9901;1.25589;0.251178
24.0182;1.24918;0.249835
24.0475;1.24251;0.248502
24.0762;1.23628;0.247256
24.1049;1.23036;0.246072
24.1341;1.22459;0.244919
24.1635;1.21915;0.243829
24.193;1.21394;0.242789
24.2242;1.20874;0.241748
24.2541;1.20409;0.240817
24.2829;1.19994;0.239987
24.3129;1.19586;0.239172
24.3425;1.19218;0.238437
24.3726;1.18878;0.237756
24.4023;1.18575;0.237149
24.4336;1.18289;0.236578
24.4633;1.18048;0.236096
24.4926;1.17842;0.235684
24.522;1.17668;0.235336
24.5513;1.17522;0.235043
24.5808;1.17407;0.234814
24.6098;1.17323;0.234647
24.6389;1.17271;0.234543
24.6685;1.17247;0.234494
24.6975;1.17259;0.234518
24.7279;1.17297;0.234595
24.7569;1.17369;0.234738
24.7861;1.17462;0.234924
24.8207;1.17612;0.235223
24.8503;1.17769;0.235538
24.8788;1.17953;0.235907
24.9075;1.18166;0.236331
24.9362;1.1841;0.236819
24.9669;1.18697;0.237393
24.9975;1.1902;0.23804
25.028;1.1937;0.238739
25.0578;1.1974;0.239481
25.0865;1.20125;0.24025
25.1159;1.20552;0.241104
25.1451;1.21001;0.242001
25.1744;1.21475;0.24295
25.2039;1.2198;0.243961
25.2332;1.22513;0.245026
25.2633;1.23082;0.246164
25.2927;1.23672;0.247345
25.3218;1.24281;0.248563
25.351;1.24921;0.249841
25.3808;1.25594;0.251187
25.4124;1.2634;0.252679
25.4438;1.27109;0.254218
25.4751;1.2791;0.25582
25.5056;1.28714;0.257428
25.5376;1.29585;0.259171
25.5676;1.30428;0.260855
25.5988;1.31326;0.262653
25.6302;1.3226;0.26452
25.662;1.33237;0.266473
25.6929;1.3421;0.26842
25.7251;1.35251;0.270502
25.7565;1.36298;0.272595
25.7885;1.37379;0.274759
25.8213;1.38524;0.277048
25.8534;1.39668;0.279337
25.8858;1.40849;0.281699
25.9188;1.42081;0.284161
25.9526;1.43359;0.286719
25.9853;1.44627;0.289255
26.017;1.45877;0.291754
26.0518;1.47281;0.294562
26.0734;1.48163;0.296326
26.1067;1.49544;0.299088
26.142;1.5103;0.30206
26.1762;1.52495;0.30499
26.2108;1.54005;0.308011
26.2421;1.55386;0.310773
26.2711;1.5668;0.313361
26.2989;1.57938;0.315875
26.3302;1.59369;0.318738
26.3613;1.60815;0.321631
26.3944;1.62363;0.324725
26.4241;1.63762;0.327524
26.4533;1.65158;0.330316
26.483;1.66591;0.333182
26.5142;1.68114;0.336227
26.5458;1.69664;0.339328
26.5827;1.71503;0.343005
26.6127;1.73007;0.346014
26.6417;1.74469;0.348938
26.6702;1.7592;0.35184
26.6982;1.77356;0.354712
26.7273;1.78859;0.357718
26.7571;1.80409;0.360818
26.7859;1.81915;0.363831
26.8143;1.83405;0.366809
26.8466;1.85115;0.37023
26.8776;1.86766;0.373532
26.9069;1.88335;0.376669
26.936;1.89902;0.379803
26.9674;1.91602;0.383203
27.0023;1.93497;0.386993
27.0335;1.95203;0.390405
27.0648;1.96918;0.393835
27.0965;1.98668;0.397336
27.1278;2.00392;0.400784
27.1582;2.02071;0.404141
27.1898;2.03828;0.407657
27.2216;2.05595;0.411191
27.2531;2.07343;0.414685
27.2839;2.09061;0.418121
27.3152;2.10803;0.421606
27.3459;2.1252;0.42504
27.3772;2.14272;0.428543
27.408;2.15994;0.431989
27.4402;2.17801;0.435602
27.4711;2.19528;0.439056
27.5021;2.21272;0.442545
27.5351;2.23122;0.446243
27.5665;2.24881;0.449762
27.6004;2.26778;0.453555
27.6221;2.27992;0.455985
27.6535;2.29738;0.459476
27.6834;2.31404;0.462808
27.7159;2.332;0.4664
27.7468;2.34898;0.469797
27.7789;2.36667;0.473334
27.808;2.38261;0.476523
27.8387;2.39931;0.479861
27.8692;2.41585;0.48317
27.8993;2.43217;0.486435
27.9303;2.44894;0.489789
27.9599;2.46478;0.492957
27.9891;2.48035;0.496069
28.019;2.4962;0.49924
