Airframe: Cessna_CitationX
Kp: 0.2
Ki: 0
Kd: 0
tau: 0.025
limMin: 0.15
limMax: 0.9
intLimMin: 0.05
intLimMax: 0.5
holdSpeed: 240
T: 0.025
setpoint: 240
t;error;speed;out;setpoint;Int;Diff
0.163391;51.2974;188.703;0.9;240;0.05;0
0.293457;51.4185;188.582;0.9;240;0.05;0
0.425537;51.5418;188.458;0.9;240;0.05;0
0.555664;51.6636;188.336;0.9;240;0.05;0
0.686157;51.7862;188.214;0.9;240;0.05;0
0.815063;51.9077;188.092;0.9;240;0.05;0
0.947388;52.0327;187.967;0.9;240;0.05;0
1.07904;52.1574;187.843;0.9;240;0.05;0
1.17993;52.253;187.747;0.9;240;0.05;0
1.31134;52.377;187.623;0.9;240;0.05;0
1.43994;52.4977;187.502;0.9;240;0.05;0
1.54065;52.5915;187.409;0.9;240;0.05;0
1.64307;52.6856;187.314;0.9;240;0.05;0
1.7735;52.8035;187.197;0.9;240;0.05;0
1.9054;52.9198;187.08;0.9;240;0.05;0
2.03619;53.0316;186.968;0.9;240;0.05;0
2.16748;53.1396;186.86;0.9;240;0.05;0
2.29938;53.2431;186.757;0.9;240;0.05;0
2.42853;53.3393;186.661;0.9;240;0.05;0
2.5575;53.4297;186.57;0.9;240;0.05;0
2.68744;53.5143;186.486;0.9;240;0.05;0
2.81757;53.5922;186.408;0.9;240;0.05;0
2.94769;53.6624;186.338;0.9;240;0.05;0
3.0766;53.724;186.276;0.9;240;0.05;0
3.19592;53.7733;186.227;0.9;240;0.05;0
3.30939;53.8128;186.187;0.9;240;0.05;0
3.41742;53.8434;186.157;0.9;240;0.05;0
3.53345;53.8681;186.132;0.9;240;0.05;0
3.65192;53.8842;186.116;0.9;240;0.05;0
3.76038;53.8903;186.11;0.9;240;0.05;0
3.86481;53.8882;186.112;0.9;240;0.05;0
3.96997;53.8777;186.122;0.9;240;0.05;0
4.07538;53.8584;186.142;0.9;240;0.05;0
4.18359;53.8289;186.171;0.9;240;0.05;0
4.30103;53.7855;186.215;0.9;240;0.05;0
4.43451;53.721;186.279;0.9;240;0.05;0
4.54309;53.6562;186.344;0.9;240;0.05;0
4.65009;53.5812;186.419;0.9;240;0.05;0
4.7829;53.4724;186.528;0.9;240;0.05;0
4.88733;53.3741;186.626;0.9;240;0.05;0
5.01782;53.2353;186.765;0.9;240;0.05;0
5.15356;53.0716;186.928;0.9;240;0.05;0
5.28662;52.8919;187.108;0.9;240;0.05;0
5.38782;52.7426;187.257;0.9;240;0.05;0
5.51923;52.5331;187.467;0.9;240;0.05;0
5.62006;52.3607;187.639;0.9;240;0.05;0
5.72516;52.1707;187.829;0.9;240;0.05;0
5.82739;51.9764;188.024;0.9;240;0.05;0
5.93225;51.7682;188.232;0.9;240;0.05;0
6.03418;51.5574;188.443;0.9;240;0.05;0
6.16516;51.2757;188.724;0.9;240;0.05;0
6.2962;50.9826;189.017;0.9;240;0.05;0
6.42712;50.6801;189.32;0.9;240;0.05;0
6.55908;50.3661;189.634;0.9;240;0.05;0
6.66315;50.1133;189.887;0.9;240;0.05;0
6.76703;49.8567;190.143;0.9;240;0.05;0
6.87152;49.5948;190.405;0.9;240;0.05;0
6.97595;49.3302;190.67;0.9;240;0.05;0
7.10529;48.9986;191.001;0.9;240;0.05;0
7.21283;48.7206;191.279;0.9;240;0.05;0
7.3161;48.4523;191.548;0.9;240;0.05;0
7.44916;48.105;191.895;0.9;240;0.05;0
7.58069;47.7604;192.24;0.9;240;0.05;0
7.68408;47.489;192.511;0.9;240;0.05;0
7.79468;47.1985;192.801;0.9;240;0.05;0
7.9278;46.8494;193.151;0.9;240;0.05;0
8.05927;46.5053;193.495;0.9;240;0.05;0
8.1908;46.1623;193.838;0.9;240;0.05;0
8.32184;45.8221;194.178;0.9;240;0.05;0
8.45288;45.4838;194.516;0.9;240;0.05;0
8.58417;45.147;194.853;0.9;240;0.05;0
8.71429;44.8153;195.185;0.9;240;0.05;0
8.84418;44.4868;195.513;0.9;240;0.05;0
8.97363;44.1619;195.838;0.9;240;0.05;0
9.10669;43.8306;196.169;0.9;240;0.05;0
9.20709;43.5824;196.418;0.9;240;0.05;0
9.31171;43.3257;196.674;0.9;240;0.05;0
9.41364;43.0774;196.923;0.9;240;0.05;0
9.5144;42.8337;197.166;0.9;240;0.05;0
9.61597;42.5897;197.41;0.9;240;0.05;0
9.75012;42.2703;197.73;0.9;240;0.05;0
9.88354;41.9557;198.044;0.9;240;0.05;0
10.0138;41.6515;198.349;0.9;240;0.05;0
10.1456;41.3465;198.653;0.9;240;0.05;0
10.2777;41.0434;198.957;0.9;240;0.05;0
10.4083;40.7467;199.253;0.9;240;0.05;0
10.5392;40.4517;199.548;0.9;240;0.05;0
10.6708;40.1576;199.842;0.9;240;0.05;0
10.8026;39.8656;200.134;0.9;240;0.05;0
10.9326;39.5801;200.42;0.9;240;0.05;0
11.063;39.2957;200.704;0.9;240;0.05;0
11.1933;39.0137;200.986;0.9;240;0.05;0
11.3249;38.7311;201.269;0.9;240;0.05;0
11.4562;38.4508;201.549;0.9;240;0.05;0
11.5565;38.238;201.762;0.9;240;0.05;0
11.6619;38.0154;201.985;0.9;240;0.05;0
11.7648;37.799;202.201;0.9;240;0.05;0
11.8748;37.5688;202.431;0.9;240;0.05;0
12.0092;37.2893;202.711;0.9;240;0.05;0
12.1092;37.0816;202.918;0.9;240;0.05;0
12.2125;36.8685;203.132;0.9;240;0.05;0
12.3141;36.6595;203.34;0.9;240;0.05;0
12.4464;36.3887;203.611;0.9;240;0.05;0
12.5796;36.1167;203.883;0.9;240;0.05;0
12.7192;35.8327;204.167;0.9;240;0.05;0
12.8226;35.6228;204.377;0.9;240;0.05;0
12.9228;35.42;204.58;0.9;240;0.05;0
13.0271;35.2092;204.791;0.9;240;0.05;0
13.1619;34.9375;205.062;0.9;240;0.05;0
13.293;34.6738;205.326;0.9;240;0.05;0
13.3931;34.4725;205.528;0.9;240;0.05;0
13.4946;34.2687;205.731;0.9;240;0.05;0
13.5982;34.0607;205.939;0.9;240;0.05;0
13.7007;33.8553;206.145;0.9;240;0.05;0
13.8045;33.6473;206.353;0.9;240;0.05;0
13.9073;33.4414;206.559;0.9;240;0.05;0
14.0112;33.2332;206.767;0.9;240;0.05;0
14.1138;33.028;206.972;0.9;240;0.05;0
14.2491;32.7569;207.243;0.9;240;0.05;0
14.3563;32.5421;207.458;0.9;240;0.05;0
14.4787;32.2969;207.703;0.9;240;0.05;0
14.5854;32.083;207.917;0.9;240;0.05;0
14.689;31.8753;208.125;0.9;240;0.05;0
14.8015;31.6497;208.35;0.9;240;0.05;0
14.9139;31.4238;208.576;0.9;240;0.05;0
15.038;31.1739;208.826;0.9;240;0.05;0
15.1575;30.9329;209.067;0.9;240;0.05;0
15.2728;30.7;209.3;0.9;240;0.05;0
15.382;30.4794;209.521;0.9;240;0.05;0
15.4951;30.2502;209.75;0.9;240;0.05;0
15.6008;30.0356;209.964;0.9;240;0.05;0
15.7245;29.7835;210.217;0.9;240;0.05;0
15.8294;29.5694;210.431;0.9;240;0.05;0
15.9617;29.299;210.701;0.9;240;0.05;0
16.1246;28.9635;211.036;0.9;240;0.05;0
16.2498;28.7059;211.294;0.9;240;0.05;0
16.3519;28.496;211.504;0.9;240;0.05;0
16.4537;28.2866;211.713;0.9;240;0.05;0
16.5879;28.0097;211.99;0.9;240;0.05;0
16.6896;27.7992;212.201;0.9;240;0.05;0
16.7919;27.5873;212.413;0.9;240;0.05;0
16.9232;27.3141;212.686;0.9;240;0.05;0
17.0502;27.0497;212.95;0.9;240;0.05;0
