Airframe: Cessna_CitationX
Kp: 0.1
Ki: 0
Kd: 0
tau: 0.025
limMin: 0.15
limMax: 0.86
intLimMin: 0.05
intLimMax: 0.5
holdSpeed: 240
T: 0.025
setpoint: 240
t;error;speed;out;setpoint;Int;Diff
0.165649;40.424;199.576;0.86;240;0.05;0
0.297791;40.4302;199.57;0.86;240;0.05;0
0.428772;40.4363;199.564;0.86;240;0.05;0
0.561951;40.4419;199.558;0.86;240;0.05;0
0.666687;40.4453;199.555;0.86;240;0.05;0
0.799194;40.4479;199.552;0.86;240;0.05;0
0.899719;40.448;199.552;0.86;240;0.05;0
1.00092;40.4461;199.554;0.86;240;0.05;0
1.10156;40.4417;199.558;0.86;240;0.05;0
1.2049;40.4344;199.566;0.86;240;0.05;0
1.31226;40.4236;199.576;0.86;240;0.05;0
1.41626;40.4098;199.59;0.86;240;0.05;0
1.5224;40.392;199.608;0.86;240;0.05;0
1.62482;40.3712;199.629;0.86;240;0.05;0
1.72552;40.3474;199.653;0.86;240;0.05;0
1.86243;40.3093;199.691;0.86;240;0.05;0
1.96423;40.2767;199.723;0.86;240;0.05;0
2.09668;40.2289;199.771;0.86;240;0.05;0
2.19678;40.1886;199.811;0.86;240;0.05;0
2.33032;40.1294;199.871;0.86;240;0.05;0
2.46362;40.0641;199.936;0.86;240;0.05;0
2.56378;40.0112;199.989;0.86;240;0.05;0
2.66547;39.9539;200.046;0.86;240;0.05;0
2.79681;39.8751;200.125;0.86;240;0.05;0
2.89746;39.811;200.189;0.86;240;0.05;0
3.03082;39.7212;200.279;0.86;240;0.05;0
3.13696;39.646;200.354;0.86;240;0.05;0
3.24152;39.5689;200.431;0.86;240;0.05;0
3.34686;39.4881;200.512;0.86;240;0.05;0
3.45215;39.4046;200.595;0.86;240;0.05;0
3.55865;39.3172;200.683;0.86;240;0.05;0
3.66431;39.2279;200.772;0.86;240;0.05;0
3.7713;39.1348;200.865;0.86;240;0.05;0
3.88129;39.0365;200.964;0.86;240;0.05;0
3.98322;38.9433;201.057;0.86;240;0.05;0
4.11652;38.8182;201.182;0.86;240;0.05;0
4.25031;38.6893;201.311;0.86;240;0.05;0
4.35529;38.5859;201.414;0.86;240;0.05;0
4.46167;38.4793;201.521;0.86;240;0.05;0
4.5661;38.3731;201.627;0.86;240;0.05;0
4.67102;38.2647;201.735;0.86;240;0.05;0
4.77924;38.1512;201.849;0.86;240;0.05;0
4.88538;38.0386;201.961;0.86;240;0.05;0
4.98987;37.9264;202.074;0.86;240;0.05;0
5.09546;37.8118;202.188;0.86;240;0.05;0
5.23071;37.6633;202.337;0.86;240;0.05;0
5.33508;37.5474;202.453;0.86;240;0.05;0
5.44275;37.427;202.573;0.86;240;0.05;0
5.54657;37.3099;202.69;0.86;240;0.05;0
5.6488;37.1938;202.806;0.86;240;0.05;0
5.75647;37.0707;202.929;0.86;240;0.05;0
5.8576;36.9545;203.046;0.86;240;0.05;0
5.96674;36.8282;203.172;0.86;240;0.05;0
6.07312;36.7045;203.295;0.86;240;0.05;0
6.17755;36.5827;203.417;0.86;240;0.05;0
6.2785;36.4645;203.536;0.86;240;0.05;0
6.37964;36.3456;203.654;0.86;240;0.05;0
6.48157;36.2254;203.775;0.86;240;0.05;0
6.58551;36.1024;203.898;0.86;240;0.05;0
6.69196;35.9762;204.024;0.86;240;0.05;0
6.79376;35.8551;204.145;0.86;240;0.05;0
6.89539;35.7341;204.266;0.86;240;0.05;0
6.99713;35.6127;204.387;0.86;240;0.05;0
7.13049;35.4532;204.547;0.86;240;0.05;0
7.23163;35.3322;204.668;0.86;240;0.05;0
7.36377;35.1738;204.826;0.86;240;0.05;0
7.46417;35.0534;204.947;0.86;240;0.05;0
7.59753;34.8932;205.107;0.86;240;0.05;0
7.69946;34.7707;205.229;0.86;240;0.05;0
7.80713;34.6412;205.359;0.86;240;0.05;0
7.90912;34.5186;205.481;0.86;240;0.05;0
8.02136;34.3836;205.616;0.86;240;0.05;0
8.12756;34.2559;205.744;0.86;240;0.05;0
8.22968;34.1331;205.867;0.86;240;0.05;0
8.3302;34.0123;205.988;0.86;240;0.05;0
8.4303;33.892;206.108;0.86;240;0.05;0
8.56311;33.7325;206.267;0.86;240;0.05;0
8.66913;33.6052;206.395;0.86;240;0.05;0
8.76996;33.4843;206.516;0.86;240;0.05;0
8.90289;33.325;206.675;0.86;240;0.05;0
9.00299;33.2052;206.795;0.86;240;0.05;0
9.10413;33.0842;206.916;0.86;240;0.05;0
9.20447;32.9641;207.036;0.86;240;0.05;0
9.3067;32.8418;207.158;0.86;240;0.05;0
9.41058;32.7178;207.282;0.86;240;0.05;0
9.51422;32.5941;207.406;0.86;240;0.05;0
9.64612;32.4369;207.563;0.86;240;0.05;0
9.74719;32.3166;207.683;0.86;240;0.05;0
9.88074;32.1576;207.842;0.86;240;0.05;0
9.98676;32.0315;207.968;0.86;240;0.05;0
10.0882;31.911;208.089;0.86;240;0.05;0
10.2197;31.7549;208.245;0.86;240;0.05;0
10.3524;31.5976;208.402;0.86;240;0.05;0
10.4562;31.4745;208.525;0.86;240;0.05;0
10.5629;31.3482;208.652;0.86;240;0.05;0
