Kp: 10
Ki: 0
Kd: 0
tau: 0.05
limMin: 0.25
limMax: 0.75
intLimMin: 0.25
intLimMax: 0.5
holdSpeed: 210
T: 0.05
setpoint: 210
t;error;speed;out;setpoint
0.162109;17.858;192.142;0.95;210
0.271484;17.9652;192.035;0.95;210
0.373047;18.0644;191.936;0.95;210
0.483398;18.172;191.828;0.95;210
0.602539;18.2881;191.712;0.95;210
0.710449;18.3932;191.607;0.95;210
0.816406;18.496;191.504;0.95;210
0.925293;18.6015;191.398;0.95;210
1.02686;18.7;191.3;0.95;210
1.12695;18.7966;191.203;0.95;210
1.23193;18.8975;191.102;0.95;210
1.34473;19.0049;190.995;0.95;210
1.46289;19.116;190.884;0.95;210
1.56982;19.215;190.785;0.95;210
1.67578;19.3116;190.688;0.95;210
1.7832;19.407;190.593;0.95;210
1.89551;19.5044;190.496;0.95;210
2.00488;19.5969;190.403;0.95;210
2.1167;19.6873;190.313;0.95;210
2.22656;19.7734;190.227;0.95;210
2.33398;19.8538;190.146;0.95;210
2.43604;19.9267;190.073;0.95;210
2.59424;20.0318;189.968;0.95;210
2.69678;20.0948;189.905;0.95;210
2.81348;20.161;189.839;0.95;210
2.92432;20.2181;189.782;0.95;210
3.03955;20.271;189.729;0.95;210
3.146;20.3135;189.686;0.95;210
3.25293;20.3502;189.65;0.95;210
3.36084;20.3802;189.62;0.95;210
3.46826;20.4028;189.597;0.95;210
3.57666;20.418;189.582;0.95;210
3.68457;20.425;189.575;0.95;210
3.79834;20.4231;189.577;0.95;210
3.91406;20.4109;189.589;0.95;210
4.02734;20.3883;189.612;0.95;210
4.12891;20.3591;189.641;0.95;210
4.23535;20.3187;189.681;0.95;210
4.34277;20.2673;189.733;0.95;210
4.44287;20.2095;189.79;0.95;210
4.55908;20.1301;189.87;0.95;210
4.66406;20.0464;189.954;0.95;210
4.7749;19.9456;190.054;0.95;210
4.88281;19.8345;190.165;0.95;210
4.99121;19.7102;190.29;0.95;210
5.10107;19.5707;190.429;0.95;210
5.21094;19.4164;190.584;0.95;210
5.32178;19.247;190.753;0.95;210
5.43799;19.0533;190.947;0.95;210
5.5459;18.8587;191.141;0.95;210
5.6626;18.6312;191.369;0.95;210
5.7749;18.3968;191.603;0.95;210
5.88525;18.1515;191.849;0.95;210
5.99316;17.8969;192.103;0.95;210
6.09961;17.6316;192.368;0.95;210
6.21094;17.3384;192.662;0.95;210
6.32666;17.018;192.982;0.95;210
6.43457;16.7029;193.297;0.95;210
6.54297;16.3731;193.627;0.95;210
6.66113;15.9981;194.002;0.95;210
6.76172;15.6642;194.336;0.95;210
6.87109;15.29;194.71;0.95;210
6.9873;14.8772;195.123;0.95;210
7.09473;14.4803;195.52;0.75;210
7.2041;14.0653;195.935;0.75;210
7.3125;13.6419;196.358;0.75;210
7.42041;13.2068;196.793;0.75;210
7.52295;12.7852;197.215;0.75;210
7.63428;12.3166;197.683;0.75;210
7.74219;11.8577;198.142;0.75;210
7.85059;11.3891;198.611;0.75;210
7.95312;10.9483;199.052;0.75;210
8.07178;10.4389;199.561;0.75;210
8.17383;10.0035;199.996;0.75;210
8.2832;9.54588;200.454;0.75;210
8.3833;9.13481;200.865;0.75;210
8.5332;8.53442;201.466;0.75;210
8.6416;8.11423;201.886;0.75;210
8.74316;7.73071;202.269;0.75;210
8.85205;7.33261;202.667;0.75;210
8.95215;6.97653;203.023;0.75;210
9.07031;6.57271;203.427;0.75;210
9.18066;6.20869;203.791;0.75;210
9.29736;5.83754;204.162;0.75;210
9.40625;5.50525;204.495;0.75;210
9.52295;5.16257;204.837;0.75;210
9.62354;4.87897;205.121;0.75;210
9.72949;4.59192;205.408;0.625;210
9.84326;4.29617;205.704;0.625;210
9.95996;4.00555;205.994;0.625;210
10.0693;3.74501;206.255;0.625;210
10.1758;3.50078;206.499;0.625;210
10.2808;3.27126;206.729;0.625;210
10.3882;3.04576;206.954;0.625;210
10.4985;2.82401;207.176;0.625;210
10.6128;2.60558;207.394;0.625;210
10.7529;2.35143;207.649;0.625;210
10.8589;2.17181;207.828;0.625;210
10.9663;1.99779;208.002;0.625;210
11.0854;1.81544;208.185;0.625;210
11.1924;1.66037;208.34;0.625;210
11.2925;1.52196;208.478;0.625;210
11.3979;1.38322;208.617;0.625;210
11.5068;1.24748;208.753;0.625;210
11.625;1.10808;208.892;0.625;210
11.7373;0.98233;209.018;0.625;210
11.8618;0.850464;209.15;0.625;210
11.9707;0.741898;209.258;0.625;210
12.0791;0.638458;209.362;0.625;210
12.186;0.54184;209.458;0.625;210
12.29;0.451797;209.548;0.625;210
12.4028;0.358414;209.642;0.625;210
12.5166;0.269104;209.731;0.625;210
12.626;0.186676;209.813;0.625;210
12.7329;0.108978;209.891;0.625;210
12.8442;0.0313416;209.969;0.563416;210
12.9595;-0.0461884;210.046;0;210
13.064;-0.113831;210.114;0;210
13.1655;-0.17804;210.178;0;210
13.2705;-0.24202;210.242;0;210
13.3745;-0.304001;210.304;0;210
13.4829;-0.366241;210.366;0;210
13.5864;-0.423279;210.423;0;210
13.6875;-0.47641;210.476;0;210
13.7925;-0.528519;210.529;0;210
13.8989;-0.577454;210.577;0;210
14.0073;-0.623016;210.623;0;210
14.1079;-0.660522;210.661;0;210
14.209;-0.693359;210.693;0;210
14.3169;-0.722519;210.723;0;210
14.4307;-0.746307;210.746;0;210
14.54;-0.762207;210.762;0;210
14.6421;-0.77066;210.771;0;210
14.7456;-0.772614;210.773;0;210
14.8481;-0.768234;210.768;0;210
14.9507;-0.757416;210.757;0;210
15.0513;-0.740631;210.741;0;210
15.2017;-0.704193;210.704;0;210
15.3101;-0.669876;210.67;0;210
15.4204;-0.628326;210.628;0;210
15.5337;-0.579163;210.579;0;210
15.6431;-0.525421;210.525;0;210
15.7456;-0.470093;210.47;0;210
15.8535;-0.407028;210.407;0;210
15.9604;-0.339539;210.34;0;210
16.061;-0.272415;210.272;0;210
16.1621;-0.201538;210.202;0;210
16.2656;-0.125488;210.125;0;210
16.3672;-0.0475616;210.048;0;210
16.4692;0.0330353;209.967;0.580353;210
16.5703;0.115646;209.884;0.625;210
16.6714;0.200043;209.8;0.625;210
16.7744;0.288162;209.712;0.625;210
16.8892;0.388321;209.612;0.625;210
17.0015;0.488327;209.512;0.625;210
17.1016;0.578339;209.422;0.625;210
17.252;0.715652;209.284;0.625;210
17.3545;0.810242;209.19;0.625;210
17.4648;0.91275;209.087;0.625;210
17.5776;1.01753;208.982;0.625;210
17.6836;1.11646;208.884;0.625;210
17.7871;1.21204;208.788;0.625;210
17.8916;1.30869;208.691;0.625;210
18.0005;1.40779;208.592;0.625;210
18.1152;1.50989;208.49;0.625;210
18.2212;1.60262;208.397;0.625;210
18.3252;1.69043;208.31;0.625;210
18.4268;1.77357;208.226;0.625;210
18.5293;1.85419;208.146;0.625;210
18.6304;1.93005;208.07;0.625;210
18.7324;2.00294;207.997;0.625;210
18.8364;2.07254;207.927;0.625;210
18.9429;2.1385;207.861;0.625;210
19.0439;2.19621;207.804;0.625;210
19.1445;2.24854;207.751;0.625;210
19.2456;2.29558;207.704;0.625;210
19.3516;2.33844;207.662;0.625;210
19.4526;2.37314;207.627;0.625;210
19.5532;2.40163;207.598;0.625;210
19.6543;2.4238;207.576;0.625;210
19.7656;2.44084;207.559;0.625;210
19.8701;2.44972;207.55;0.625;210
20.0298;2.45013;207.55;0.625;210
20.1421;2.44136;207.559;0.625;210
20.2427;2.42702;207.573;0.625;210
20.3467;2.40596;207.594;0.625;210
20.4634;2.37521;207.625;0.625;210
20.5752;2.3385;207.661;0.625;210
20.6851;2.29633;207.704;0.625;210
20.793;2.24869;207.751;0.625;210
20.8955;2.19868;207.801;0.625;210
20.9966;2.14461;207.855;0.625;210
21.0991;2.08545;207.915;0.625;210
21.2017;2.02196;207.978;0.625;210
21.3052;1.95384;208.046;0.625;210
21.4077;1.88286;208.117;0.625;210
21.522;1.79941;208.201;0.625;210
21.6279;1.71896;208.281;0.625;210
21.728;1.63957;208.36;0.625;210
21.833;1.55396;208.446;0.625;210
21.9458;1.45901;208.541;0.625;210
22.0488;1.37;208.63;0.625;210
22.1509;1.2798;208.72;0.625;210
22.2524;1.18799;208.812;0.625;210
22.355;1.09412;208.906;0.625;210
22.458;0.998215;209.002;0.625;210
22.561;0.900726;209.099;0.625;210
22.6636;0.802979;209.197;0.625;210
22.8154;0.656738;209.343;0.625;210
22.9204;0.554352;209.446;0.625;210
23.0229;0.453751;209.546;0.625;210
23.124;0.354462;209.646;0.625;210
23.2437;0.236267;209.764;0.625;210
23.3467;0.134521;209.865;0.625;210
23.4497;0.0319061;209.968;0.569061;210
23.5571;-0.0745392;210.075;0;210
23.6587;-0.175125;210.175;0;210
23.7617;-0.277451;210.277;0;210
23.8657;-0.380386;210.38;0;210
23.9678;-0.480743;210.481;0;210
24.0825;-0.591782;210.592;0;210
24.1943;-0.698898;210.699;0;210
24.3076;-0.804733;210.805;0;210
24.4126;-0.899597;210.9;0;210
24.5176;-0.990631;210.991;0;210
