Airframe: Cessna_CitationX
Kp: 0.4
Ki: 0
Kd: 0
tau: 0.025
limMin: 0.15
limMax: 0.9
intLimMin: 0.05
intLimMax: 0.5
holdSpeed: 240
T: 0.025
setpoint: 240
t;error;speed;out;setpoint;Int;Diff
0.135376;40.0235;199.977;0.9;240;0.05;0
0.237915;40.1376;199.862;0.9;240;0.05;0
0.339233;40.2505;199.749;0.9;240;0.05;0
0.44458;40.3677;199.632;0.9;240;0.05;0
0.548096;40.4829;199.517;0.9;240;0.05;0
0.651123;40.5974;199.403;0.9;240;0.05;0
0.752075;40.7095;199.291;0.9;240;0.05;0
0.855713;40.8245;199.175;0.9;240;0.05;0
0.958252;40.9381;199.062;0.9;240;0.05;0
1.06055;41.0512;198.949;0.9;240;0.05;0
1.18372;41.1869;198.813;0.9;240;0.05;0
1.2876;41.3004;198.7;0.9;240;0.05;0
1.39258;41.4145;198.585;0.9;240;0.05;0
1.49976;41.5299;198.47;0.9;240;0.05;0
1.60144;41.6381;198.362;0.9;240;0.05;0
1.71191;41.7537;198.246;0.9;240;0.05;0
1.82483;41.8696;198.13;0.9;240;0.05;0
1.95874;42.0039;197.996;0.9;240;0.05;0
2.08289;42.1246;197.875;0.9;240;0.05;0
2.20642;42.2408;197.759;0.9;240;0.05;0
2.31848;42.3426;197.657;0.9;240;0.05;0
2.43066;42.4404;197.56;0.9;240;0.05;0
2.54565;42.5364;197.464;0.9;240;0.05;0
2.65381;42.6221;197.378;0.9;240;0.05;0
2.77185;42.7107;197.289;0.9;240;0.05;0
2.88306;42.7886;197.211;0.9;240;0.05;0
3.01514;42.8738;197.126;0.9;240;0.05;0
3.11523;42.9326;197.067;0.9;240;0.05;0
3.24487;43.0011;196.999;0.9;240;0.05;0
3.3772;43.0611;196.939;0.9;240;0.05;0
3.47937;43.1004;196.9;0.9;240;0.05;0
3.61401;43.1422;196.858;0.9;240;0.05;0
3.74377;43.171;196.829;0.9;240;0.05;0
3.87085;43.1876;196.812;0.9;240;0.05;0
4.00439;43.1919;196.808;0.9;240;0.05;0
4.10681;43.1857;196.814;0.9;240;0.05;0
4.20801;43.171;196.829;0.9;240;0.05;0
4.3092;43.1475;196.852;0.9;240;0.05;0
4.41138;43.1146;196.885;0.9;240;0.05;0
4.51721;43.0705;196.93;0.9;240;0.05;0
4.61731;43.0188;196.981;0.9;240;0.05;0
4.71753;42.9573;197.043;0.9;240;0.05;0
4.8457;42.8637;197.136;0.9;240;0.05;0
4.97485;42.7522;197.248;0.9;240;0.05;0
5.07727;42.651;197.349;0.9;240;0.05;0
5.20801;42.5051;197.495;0.9;240;0.05;0
5.31128;42.3767;197.623;0.9;240;0.05;0
5.4397;42.2007;197.799;0.9;240;0.05;0
5.56934;42.0053;197.995;0.9;240;0.05;0
5.67151;41.839;198.161;0.9;240;0.05;0
5.80066;41.6139;198.386;0.9;240;0.05;0
5.90491;41.4209;198.579;0.9;240;0.05;0
6.0376;41.1616;198.838;0.9;240;0.05;0
6.13879;40.9543;199.046;0.9;240;0.05;0
6.27271;40.6682;199.332;0.9;240;0.05;0
6.37659;40.4383;199.562;0.9;240;0.05;0
6.47766;40.2082;199.792;0.9;240;0.05;0
6.60596;39.9086;200.091;0.9;240;0.05;0
6.73621;39.5964;200.404;0.9;240;0.05;0
6.8656;39.2795;200.721;0.9;240;0.05;0
6.99402;38.9592;201.041;0.9;240;0.05;0
7.12329;38.6324;201.368;0.9;240;0.05;0
7.25073;38.307;201.693;0.9;240;0.05;0
7.37891;37.9769;202.023;0.9;240;0.05;0
