Airframe: C90B
Kp: 0.5
Ki: 0
Kd: 0
tau: 0.025
limMin: 0.25
limMax: 0.78
intLimMin: 0.25
intLimMax: 0.5
holdSpeed: 180
T: 0.05
setpoint: 180
t;error;speed;out;setpoint
0.153198;27.5245;152.476;0.78;180
0.303223;27.4622;152.538;0.78;180
0.404785;27.4182;152.582;0.78;180
0.512085;27.3685;152.632;0.78;180
0.61377;27.3168;152.683;0.78;180
0.716309;27.2592;152.741;0.78;180
0.822021;27.1927;152.807;0.78;180
0.929565;27.1167;152.883;0.78;180
1.03113;27.0363;152.964;0.78;180
1.13391;26.946;153.054;0.78;180
1.23425;26.8488;153.151;0.78;180
1.33777;26.739;153.261;0.78;180
1.44495;26.6152;153.385;0.78;180
1.55505;26.4776;153.522;0.78;180
1.66125;26.3351;153.665;0.78;180
1.8114;26.1184;153.882;0.78;180
1.9126;25.9629;154.037;0.78;180
2.0155;25.7976;154.202;0.78;180
2.12451;25.6151;154.385;0.78;180
2.23401;25.425;154.575;0.78;180
2.33521;25.2439;154.756;0.78;180
2.43689;25.0572;154.943;0.78;180
2.5426;24.8586;155.141;0.78;180
2.64355;24.6652;155.335;0.78;180
2.74487;24.468;155.532;0.78;180
2.84534;24.2698;155.73;0.78;180
2.96033;24.0405;155.96;0.78;180
3.06128;23.8371;156.163;0.78;180
3.16443;23.6281;156.372;0.78;180
3.27209;23.4088;156.591;0.78;180
3.37268;23.2033;156.797;0.78;180
3.47278;22.9983;157.002;0.78;180
3.57996;22.7788;157.221;0.78;180
3.68298;22.5678;157.432;0.78;180
3.78357;22.3622;157.638;0.78;180
3.88391;22.1572;157.843;0.78;180
3.99231;21.9362;158.064;0.78;180
4.09253;21.7328;158.267;0.78;180
4.20264;21.5102;158.49;0.78;180
4.30408;21.306;158.694;0.78;180
4.40808;21.0978;158.902;0.78;180
4.51672;20.8813;159.119;0.78;180
4.6189;20.6789;159.321;0.78;180
4.72107;20.4778;159.522;0.78;180
4.82581;20.2728;159.727;0.78;180
4.93982;20.0512;159.949;0.78;180
5.04675;19.8449;160.155;0.78;180
5.15259;19.6422;160.358;0.78;180
5.25281;19.4516;160.548;0.78;180
5.35339;19.2617;160.738;0.78;180
5.45422;19.0726;160.927;0.78;180
5.55518;18.8846;161.115;0.78;180
5.65723;18.696;161.304;0.78;180
5.76489;18.4986;161.501;0.78;180
5.87268;18.3026;161.697;0.78;180
5.98145;18.1063;161.894;0.78;180
6.08813;17.9152;162.085;0.78;180
6.20154;17.7136;162.286;0.78;180
6.30652;17.5284;162.472;0.78;180
6.41113;17.3449;162.655;0.78;180
6.52063;17.1539;162.846;0.78;180
6.62634;16.9708;163.029;0.78;180
6.73511;16.7837;163.216;0.78;180
6.8407;16.603;163.397;0.78;180
6.95093;16.4155;163.585;0.78;180
7.05176;16.245;163.755;0.78;180
7.15344;16.074;163.926;0.78;180
7.2688;15.8809;164.119;0.78;180
7.41882;15.6319;164.368;0.78;180
7.5271;15.453;164.547;0.78;180
7.62964;15.2844;164.716;0.78;180
7.73047;15.1196;164.88;0.78;180
7.83081;14.9561;165.044;0.78;180
7.93115;14.7934;165.207;0.78;180
8.04175;14.6146;165.385;0.78;180
8.15002;14.4403;165.56;0.78;180
8.25012;14.2799;165.72;0.78;180
8.35059;14.1193;165.881;0.78;180
8.4541;13.9547;166.045;0.78;180
8.55847;13.789;166.211;0.78;180
8.66589;13.619;166.381;0.78;180
8.76648;13.4604;166.54;0.78;180
8.87451;13.2902;166.71;0.78;180
8.98035;13.1238;166.876;0.78;180
9.08044;12.9667;167.033;0.78;180
9.18359;12.8052;167.195;0.78;180
9.28406;12.6481;167.352;0.78;180
9.39075;12.4813;167.519;0.78;180
9.4989;12.3124;167.688;0.78;180
9.60657;12.1445;167.855;0.78;180
9.71021;11.983;168.017;0.78;180
9.81775;11.8158;168.184;0.78;180
9.92554;11.6479;168.352;0.78;180
10.033;11.4807;168.519;0.78;180
10.1348;11.3222;168.678;0.78;180
10.2368;11.1633;168.837;0.78;180
10.3892;10.9262;169.074;0.78;180
10.4995;10.7539;169.246;0.78;180
10.6042;10.5905;169.409;0.78;180
10.7081;10.4286;169.571;0.78;180
10.816;10.2603;169.74;0.78;180
10.9177;10.1015;169.898;0.78;180
11.0276;9.93004;170.07;0.78;180
11.1371;9.75897;170.241;0.78;180
11.2383;9.6006;170.399;0.78;180
11.3439;9.43524;170.565;0.78;180
11.449;9.27039;170.73;0.78;180
11.5547;9.10455;170.895;0.78;180
11.6615;8.93675;171.063;0.78;180
11.7626;8.77789;171.222;0.78;180
11.9128;8.54109;171.459;0.78;180
12.0186;8.37416;171.626;0.78;180
12.1245;8.2065;171.794;0.78;180
12.2272;8.04395;171.956;0.78;180
12.3274;7.88467;172.115;0.78;180
12.4323;7.71782;172.282;0.78;180
12.5377;7.54988;172.45;0.78;180
12.6436;7.38068;172.619;0.78;180
12.7443;7.21959;172.78;0.78;180
12.8455;7.05714;172.943;0.78;180
12.9486;6.89146;173.109;0.78;180
13.0576;6.71609;173.284;0.78;180
13.1603;6.55046;173.45;0.78;180
13.3104;6.30754;173.692;0.78;180
13.4108;6.14484;173.855;0.78;180
13.5117;5.98096;174.019;0.78;180
13.6213;5.80258;174.197;0.78;180
13.7256;5.63252;174.367;0.78;180
13.8265;5.46758;174.532;0.78;180
13.9766;5.22237;174.778;0.78;180
14.1282;4.97385;175.026;0.78;180
14.2358;4.79727;175.203;0.78;180
14.3373;4.63049;175.37;0.78;180
14.4454;4.4527;175.547;0.78;180
14.5548;4.27272;175.727;0.78;180
14.6575;4.10353;175.896;0.78;180
14.7714;3.91563;176.084;0.78;180
14.8719;3.7498;176.25;0.78;180
14.9788;3.57361;176.426;0.78;180
15.0806;3.40565;176.594;0.78;180
15.1838;3.23528;176.765;0.78;180
15.2858;3.06691;176.933;0.78;180
15.3878;2.89835;177.102;0.78;180
15.4945;2.72214;177.278;0.78;180
15.5994;2.54893;177.451;0.78;180
15.704;2.3764;177.624;0.78;180
15.8052;2.20938;177.791;0.78;180
15.9061;2.04292;177.957;0.78;180
16.0096;1.87219;178.128;0.78;180
16.116;1.6971;178.303;0.78;180
16.2233;1.52013;178.48;0.78;180
16.3286;1.34663;178.653;0.78;180
16.4338;1.17354;178.826;0.78;180
16.5387;1.00122;178.999;0.75061;180
16.6449;0.827042;179.173;0.663521;180
16.7465;0.660583;179.339;0.580292;180
16.8557;0.482132;179.518;0.491066;180
16.9668;0.302002;179.698;0.401001;180
17.0704;0.136566;179.863;0.318283;180
17.1718;-0.0215149;180.022;0.25;180
17.2732;-0.174149;180.174;0.25;180
17.3749;-0.319672;180.32;0.25;180
17.4818;-0.462479;180.462;0.25;180
17.5869;-0.591278;180.591;0.25;180
17.6927;-0.707855;180.708;0.25;180
17.8003;-0.811768;180.812;0.25;180
17.9008;-0.895035;180.895;0.25;180
18.0016;-0.965149;180.965;0.25;180
18.1075;-1.02428;181.024;0.25;180
18.2175;-1.07025;181.07;0.25;180
18.3186;-1.09904;181.099;0.25;180
18.4724;-1.11937;181.119;0.25;180
18.573;-1.11844;181.118;0.25;180
18.6753;-1.10667;181.107;0.25;180
18.8256;-1.07141;181.071;0.25;180
18.9414;-1.03087;181.031;0.25;180
19.0547;-0.981216;180.981;0.25;180
19.1576;-0.928238;180.928;0.25;180
19.265;-0.865921;180.866;0.25;180
19.3688;-0.799484;180.799;0.25;180
19.4775;-0.723984;180.724;0.25;180
19.6281;-0.610748;180.611;0.25;180
19.7343;-0.525604;180.526;0.25;180
19.8386;-0.438141;180.438;0.25;180
19.9426;-0.347794;180.348;0.25;180
20.0577;-0.244736;180.245;0.25;180
20.1595;-0.15126;180.151;0.25;180
20.2676;-0.0499268;180.05;0.25;180
20.3682;0.046051;179.954;0.273026;180
20.4689;0.143402;179.857;0.321701;180
20.585;0.257126;179.743;0.378563;180
20.6953;0.366119;179.634;0.43306;180
20.804;0.474319;179.526;0.48716;180
20.9116;0.58194;179.418;0.54097;180
21.0231;0.693329;179.307;0.596664;180
21.1315;0.800873;179.199;0.650436;180
21.2354;0.90242;179.098;0.70121;180
21.3406;1.00325;178.997;0.751625;180
21.4912;1.14081;178.859;0.78;180
21.6061;1.23747;178.763;0.78;180
21.7085;1.3158;178.684;0.78;180
21.8131;1.38657;178.613;0.78;180
21.9141;1.44453;178.555;0.78;180
22.0145;1.49109;178.509;0.78;180
22.1219;1.52771;178.472;0.78;180
22.2256;1.54933;178.451;0.78;180
22.3307;1.55714;178.443;0.78;180
22.4351;1.55049;178.45;0.78;180
22.5421;1.5289;178.471;0.78;180
22.6483;1.49272;178.507;0.78;180
22.7487;1.44568;178.554;0.78;180
22.858;1.38045;178.62;0.78;180
22.9653;1.30298;178.697;0.78;180
23.0685;1.21681;178.783;0.78;180
23.1711;1.12022;178.88;0.78;180
23.272;1.01575;178.984;0.757874;180
23.3771;0.897095;179.103;0.698547;180
23.4844;0.766724;179.233;0.633362;180
23.5881;0.633041;179.367;0.566521;180
23.6948;0.489258;179.511;0.494629;180
23.7957;0.348969;179.651;0.424484;180
23.8976;0.204163;179.796;0.352081;180
23.998;0.0606689;179.939;0.280334;180
24.0984;-0.0813141;180.081;0.25;180
24.2;-0.221558;180.222;0.25;180
24.3005;-0.354599;180.355;0.25;180
24.4047;-0.484238;180.484;0.25;180
24.5621;-0.661194;180.661;0.25;180
24.6652;-0.762711;180.763;0.25;180
24.7731;-0.856018;180.856;0.25;180
24.8732;-0.930008;180.93;0.25;180
24.9814;-0.996597;180.997;0.25;180
25.0869;-1.04811;181.048;0.25;180
25.1886;-1.08536;181.085;0.25;180
25.2894;-1.11081;181.111;0.25;180
25.4398;-1.12819;181.128;0.25;180
25.5406;-1.12712;181.127;0.25;180
25.6421;-1.11627;181.116;0.25;180
25.7513;-1.09439;181.094;0.25;180
25.8521;-1.06558;181.066;0.25;180
25.9678;-1.02295;181.023;0.25;180
26.0754;-0.97496;180.975;0.25;180
26.1782;-0.922165;180.922;0.25;180
26.2786;-0.864761;180.865;0.25;180
26.4288;-0.768707;180.769;0.25;180
26.5437;-0.687973;180.688;0.25;180
26.6442;-0.612946;180.613;0.25;180
26.7542;-0.526459;180.526;0.25;180
26.8557;-0.442886;180.443;0.25;180
26.957;-0.356277;180.356;0.25;180
27.0618;-0.263687;180.264;0.25;180
27.1713;-0.16391;180.164;0.25;180
27.2721;-0.0696259;180.07;0.25;180
27.374;0.0278473;179.972;0.263924;180
27.4819;0.133133;179.867;0.316566;180
27.5894;0.239899;179.76;0.369949;180
27.6985;0.350128;179.65;0.425064;180
27.8021;0.456345;179.544;0.478172;180
27.9072;0.565247;179.435;0.532623;180
28.0112;0.673874;179.326;0.586937;180
28.1174;0.785095;179.215;0.642548;180
28.2296;0.90239;179.098;0.701195;180
28.3369;1.01317;178.987;0.756584;180
28.4381;1.11525;178.885;0.78;180
28.545;1.21892;178.781;0.78;180
28.6456;1.31075;178.689;0.78;180
28.7483;1.39729;178.603;0.78;180
28.856;1.47871;178.521;0.78;180
28.9562;1.54437;178.456;0.78;180
29.0693;1.6058;178.394;0.78;180
29.1725;1.64897;178.351;0.78;180
29.2799;1.68018;178.32;0.78;180
29.3853;1.69693;178.303;0.78;180
29.495;1.69965;178.3;0.78;180
29.6035;1.68768;178.312;0.78;180
29.7074;1.66281;178.337;0.78;180
29.8646;1.60135;178.399;0.78;180
29.9729;1.54311;178.457;0.78;180
30.0779;1.47502;178.525;0.78;180
30.1848;1.3949;178.605;0.78;180
30.2854;1.30995;178.69;0.78;180
30.4358;1.16794;178.832;0.78;180
30.5413;1.05829;178.942;0.779144;180
30.6417;0.947403;179.053;0.723701;180
30.7451;0.827057;179.173;0.663528;180
30.8459;0.70462;179.295;0.60231;180
30.9462;0.578964;179.421;0.539482;180
31.0526;0.442108;179.558;0.471054;180
31.1573;0.30603;179.694;0.403015;180
31.2594;0.173737;179.826;0.336868;180
31.3625;0.0425568;179.957;0.271278;180
31.4631;-0.081131;180.081;0.25;180
31.5647;-0.1996;180.2;0.25;180
31.6663;-0.309433;180.309;0.25;180
31.8157;-0.45253;180.453;0.25;180
31.9242;-0.540451;180.54;0.25;180
32.026;-0.609756;180.61;0.25;180
32.1287;-0.665955;180.666;0.25;180
32.2305;-0.70813;180.708;0.25;180
32.3799;-0.745758;180.746;0.25;180
32.4891;-0.755264;180.755;0.25;180
32.6394;-0.744797;180.745;0.25;180
32.7402;-0.723343;180.723;0.25;180
32.8484;-0.688156;180.688;0.25;180
32.9492;-0.644791;180.645;0.25;180
33.0522;-0.590622;180.591;0.25;180
33.1571;-0.525864;180.526;0.25;180
33.2573;-0.455811;180.456;0.25;180
33.3716;-0.366989;180.367;0.25;180
33.5225;-0.236145;180.236;0.25;180
33.6241;-0.140411;180.14;0.25;180
33.7332;-0.0314331;180.031;0.25;180
33.848;0.089386;179.911;0.294693;180
33.9553;0.207489;179.793;0.353745;180
34.1046;0.378876;179.621;0.439438;180
34.2063;0.499863;179.5;0.499931;180
34.3215;0.640656;179.359;0.570328;180
34.4274;0.772598;179.227;0.636299;180
34.5325;0.905106;179.095;0.702553;180
34.6414;1.04305;178.957;0.771523;180
34.7423;1.17039;178.83;0.78;180
34.8497;1.30383;178.696;0.78;180
34.953;1.42792;178.572;0.78;180
35.0585;1.54834;178.452;0.78;180
35.1656;1.66203;178.338;0.78;180
35.2729;1.7654;178.235;0.78;180
35.3737;1.85155;178.148;0.78;180
35.4814;1.93098;178.069;0.78;180
35.6392;2.02208;177.978;0.78;180
35.7408;2.06425;177.936;0.78;180
35.855;2.09593;177.904;0.78;180
35.9553;2.11031;177.89;0.78;180
36.064;2.11185;177.888;0.78;180
36.1656;2.10042;177.9;0.78;180
36.275;2.075;177.925;0.78;180
36.3824;2.03738;177.963;0.78;180
36.4825;1.9917;178.008;0.78;180
36.5837;1.936;178.064;0.78;180
36.6862;1.87029;178.13;0.78;180
36.7867;1.79739;178.203;0.78;180
36.937;1.67479;178.325;0.78;180
37.0392;1.58308;178.417;0.78;180
37.1494;1.47726;178.523;0.78;180
37.2517;1.37367;178.626;0.78;180
37.3553;1.26366;178.736;0.78;180
37.4608;1.14722;178.853;0.78;180
37.5668;1.02638;178.974;0.763191;180
37.6682;0.907684;179.092;0.703842;180
37.7689;0.787308;179.213;0.643654;180
37.8779;0.654755;179.345;0.577377;180
37.9852;0.52301;179.477;0.511505;180
38.0863;0.398834;179.601;0.449417;180
38.1951;0.266556;179.733;0.383278;180
38.3011;0.141022;179.859;0.320511;180
38.4019;0.0267487;179.973;0.263374;180
38.5118;-0.0904694;180.09;0.25;180
38.6121;-0.188339;180.188;0.25;180
38.7134;-0.2771;180.277;0.25;180
38.816;-0.355179;180.355;0.25;180
38.922;-0.422089;180.422;0.25;180
39.0298;-0.475403;180.475;0.25;180
39.1361;-0.512817;180.513;0.25;180
39.2388;-0.534561;180.535;0.25;180
39.348;-0.542267;180.542;0.25;180
39.4534;-0.535294;180.535;0.25;180
39.5574;-0.515076;180.515;0.25;180
39.6591;-0.483109;180.483;0.25;180
39.76;-0.440048;180.44;0.25;180
39.8676;-0.382645;180.383;0.25;180
40.0203;-0.282486;180.282;0.25;180
40.1252;-0.201996;180.202;0.25;180
40.2321;-0.111206;180.111;0.25;180
40.3375;-0.013916;180.014;0.25;180
40.443;0.0904541;179.91;0.295227;180
40.5472;0.199829;179.8;0.349915;180
40.651;0.314117;179.686;0.407059;180
40.7511;0.428864;179.571;0.464432;180
40.8596;0.557755;179.442;0.528877;180
40.9672;0.689423;179.311;0.594711;180
41.0726;0.821274;179.179;0.660637;180
41.2357;1.0296;178.97;0.764801;180
41.3472;1.1707;178.829;0.78;180
41.4479;1.29648;178.704;0.78;180
41.6044;1.4845;178.516;0.78;180
41.7145;1.60779;178.392;0.78;180
41.8715;1.7657;178.234;0.78;180
41.9795;1.8596;178.14;0.78;180
42.0808;1.93561;178.064;0.78;180
42.1893;2.00287;177.997;0.78;180
42.2905;2.05219;177.948;0.78;180
42.3983;2.09004;177.91;0.78;180
42.4984;2.11165;177.888;0.78;180
42.6035;2.12024;177.88;0.78;180
42.7063;2.11513;177.885;0.78;180
42.8094;2.09706;177.903;0.78;180
42.9144;2.06592;177.934;0.78;180
43.0205;2.022;177.978;0.78;180
43.132;1.9632;178.037;0.78;180
43.2375;1.89644;178.104;0.78;180
43.338;1.82356;178.176;0.78;180
43.4452;1.73663;178.263;0.78;180
43.5603;1.63359;178.366;0.78;180
43.6658;1.53125;178.469;0.78;180
43.7684;1.42496;178.575;0.78;180
43.9264;1.25011;178.75;0.78;180
44.0764;1.07324;178.927;0.78;180
44.1776;0.948822;179.051;0.724411;180
44.2876;0.809692;179.19;0.654846;180
44.3928;0.67334;179.327;0.58667;180
44.501;0.530685;179.469;0.515343;180
44.6074;0.38913;179.611;0.444565;180
44.7151;0.246475;179.754;0.373238;180
44.8651;0.0519867;179.948;0.275993;180
44.9735;-0.0822906;180.082;0.25;180
45.0747;-0.200592;180.201;0.25;180
45.1815;-0.31601;180.316;0.25;180
